seq,script,step,decision_time,execution_time,target_position,actual_position,trade_direction,raw_open,exec_price,fee_paid,slippage_cost,notional,qty,cash,btc,equity_start,equity_end,reward,reward_raw,cum_reward_raw,terminated,truncated,terminal_liquidation
constant,s1_flat0,0,2026-06-01 00:00:00+00:00,2026-06-01 01:00:00+00:00,0,0,hold,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,False,False,False
constant,s1_flat0,1,2026-06-01 01:00:00+00:00,2026-06-01 02:00:00+00:00,0,0,hold,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,False,False,False
constant,s1_flat0,2,2026-06-01 02:00:00+00:00,2026-06-01 03:00:00+00:00,0,0,hold,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,False,False,False
constant,s1_flat0,3,2026-06-01 03:00:00+00:00,2026-06-01 04:00:00+00:00,0,0,hold,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,False,False,False
constant,s1_flat0,4,2026-06-01 04:00:00+00:00,2026-06-01 05:00:00+00:00,0,0,hold,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,False,False,False
constant,s1_flat0,5,2026-06-01 05:00:00+00:00,2026-06-01 06:00:00+00:00,0,0,hold,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,False,False,False
constant,s1_flat0,6,2026-06-01 06:00:00+00:00,2026-06-01 07:00:00+00:00,0,0,hold,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,False,False,False
constant,s1_flat0,7,2026-06-01 07:00:00+00:00,2026-06-01 08:00:00+00:00,0,0,hold,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,False,False,False
constant,s1_flat0,8,2026-06-01 08:00:00+00:00,2026-06-01 09:00:00+00:00,0,0,hold,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,False,False,False
constant,s1_flat0,9,2026-06-01 09:00:00+00:00,2026-06-01 10:00:00+00:00,0,0,hold,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,False,False,False
constant,s1_flat0,10,2026-06-01 10:00:00+00:00,2026-06-01 11:00:00+00:00,0,0,hold,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,False,False,False
constant,s1_flat0,11,2026-06-01 11:00:00+00:00,2026-06-01 12:00:00+00:00,0,0,hold,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,False,False,False
constant,s1_flat0,12,2026-06-01 12:00:00+00:00,2026-06-01 13:00:00+00:00,0,0,hold,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,False,False,False
constant,s1_flat0,13,2026-06-01 13:00:00+00:00,2026-06-01 14:00:00+00:00,0,0,hold,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,False,False,False
constant,s1_flat0,14,2026-06-01 14:00:00+00:00,2026-06-01 15:00:00+00:00,0,0,hold,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,False,False,False
constant,s1_flat0,15,2026-06-01 15:00:00+00:00,2026-06-01 16:00:00+00:00,0,0,hold,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,False,False,False
constant,s1_flat0,16,2026-06-01 16:00:00+00:00,2026-06-01 17:00:00+00:00,0,0,hold,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,False,False,False
constant,s1_flat0,17,2026-06-01 17:00:00+00:00,2026-06-01 18:00:00+00:00,0,0,hold,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,False,False,False
constant,s1_flat0,18,2026-06-01 18:00:00+00:00,2026-06-01 19:00:00+00:00,0,0,hold,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,False,False,False
constant,s1_flat0,19,2026-06-01 19:00:00+00:00,2026-06-01 20:00:00+00:00,0,0,hold,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,False,False,False
constant,s1_flat0,20,2026-06-01 20:00:00+00:00,2026-06-01 21:00:00+00:00,0,0,hold,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,False,False,False
constant,s1_flat0,21,2026-06-01 21:00:00+00:00,2026-06-01 22:00:00+00:00,0,0,hold,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,False,False,False
constant,s1_flat0,22,2026-06-01 22:00:00+00:00,2026-06-01 23:00:00+00:00,0,0,hold,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,False,False,False
