date,open,high,low,close,volume,%-ret-1,%-ret-4,%-vol-24,%-price-ma-ratio,%-raw_open,%-raw_high,%-raw_low,%-raw_close
2026-01-01 00:00:00+00:00,1,1.0018866097629859,0.99811694283105334,1,402.4746240450682,0,0,0,0,1,1.0018866097629859,0.99811694283105334,1
2026-01-01 00:15:00+00:00,1,1.0006368132884871,0.99934277265150528,0.99997916740888326,834.68218803062553,-2.0832591116737298e-05,0,0,0,1,1.0006368132884871,0.99934277265150528,0.99997916740888326
2026-01-01 00:30:00+00:00,0.99997916740888326,1.0002270297282589,0.99956752090805978,0.99981528119365359,271.72349013970592,-0.00016388962947533336,0,0,0,0.99997916740888326,1.0002270297282589,0.99956752090805978,0.99981528119365359
2026-01-01 00:45:00+00:00,0.99981528119365359,1.0026538485716132,0.99750398617312097,1.0003359915723136,604.85532900509179,0.00052080658142994452,0,0,0,0.99981528119365359,1.0026538485716132,0.99750398617312097,1.0003359915723136
2026-01-01 01:00:00+00:00,1.0003359915723136,1.0018321184153052,0.99652525220915156,0.99801567961765247,687.64004618470176,-0.002319532611251951,-0.0019843203823475264,0,0,1.0003359915723136,1.0018321184153052,0.99652525220915156,0.99801567961765247
2026-01-01 01:15:00+00:00,0.99801567961765247,0.99908999458803349,0.99721698024025029,0.9982904354498926,826.68625883676259,0.00027530211984783115,-0.0016887671403860161,0,0,0.99801567961765247,0.99908999458803349,0.99721698024025029,0.9982904354498926
2026-01-01 01:30:00+00:00,0.9982904354498926,1.0035097892908587,0.99607923124084674,1.0012870242606611,619.62754639799789,0.0030017204456316282,0.0014720149758566947,0,0,0.9982904354498926,1.0035097892908587,0.99607923124084674,1.0012870242606611
2026-01-01 01:45:00+00:00,1.0012870242606611,1.0041772602519201,0.99504337460826153,0.99791558817387749,272.74963131969332,-0.0033671025441212032,-0.0024195904364410215,0,0,1.0012870242606611,1.0041772602519201,0.99504337460826153,0.99791558817387749
2026-01-01 02:00:00+00:00,0.99791558817387749,1.0025402461001058,0.99481458876352913,0.9994248756731382,144.22889334202364,0.0015124400471813182,0.0014119979117217518,0,0,0.99791558817387749,1.0025402461001058,0.99481458876352913,0.9994248756731382
2026-01-01 02:15:00+00:00,0.9994248756731382,1.000785767093715,0.99820485275398507,0.99956408290039922,136.1513863338771,0.00013928733479562361,0.0012758285617877618,0,0,0.9994248756731382,1.000785767093715,0.99820485275398507,0.99956408290039922
2026-01-01 02:30:00+00:00,0.99956408290039922,1.0004959318926034,0.99748306818863086,0.9984129771436776,658.80035295665846,-0.0011516077622372167,-0.0028703529031604003,0,0,0.99956408290039922,1.0004959318926034,0.99748306818863086,0.9984129771436776
2026-01-01 02:45:00+00:00,0.9984129771436776,1.0005747383959913,0.99623361934126131,0.99839066185357461,368.576515528237,-2.2350761271994202e-05,0.00047606599729199672,0,0,0.9984129771436776,1.0005747383959913,0.99623361934126131,0.99839066185357461
2026-01-01 03:00:00+00:00,0.99839066185357461,1.001509913235975,0.99443964648420502,0.9975465537906606,230.7000820837855,-0.00084546870795731977,-0.0018794027727321305,0,0,0.99839066185357461,1.001509913235975,0.99443964648420502,0.9975465537906606
2026-01-01 03:15:00+00:00,0.9975465537906606,0.9998014578078751,0.99720722795987304,0.99946136494804416,423.37409239594308,0.0019195205979183338,-0.00010276274839426947,0,0,0.9975465537906606,0.9998014578078751,0.99720722795987304,0.99946136494804416
2026-01-01 03:30:00+00:00,0.99946136494804416,1.0040931358846745,0.99467904647956418,0.99928865487498086,499.97658002169447,-0.00017280315089740483,0.00087706966090173033,0,0,0.99946136494804416,1.0040931358846745,0.99467904647956418,0.99928865487498086
2026-01-01 03:45:00+00:00,0.99928865487498086,1.0013313381494962,0.9947203597604134,0.99675370481220582,965.81450475694805,-0.0025367545707722927,-0.0016395957052820487,0,0,0.99928865487498086,1.0013313381494962,0.9947203597604134,0.99675370481220582
2026-01-01 04:00:00+00:00,0.99675370481220582,0.99820937372508478,0.99373056901682266,0.99518182291245572,827.51163969439051,-0.001577001311518833,-0.0023705468874800628,0,0,0.99675370481220582,0.99820937372508478,0.99373056901682266,0.99518182291245572
2026-01-01 04:15:00+00:00,0.99518182291245572,1.0019420825295668,0.99213798323144164,0.99887756607773304,548.08232037777179,0.0037136361217506852,-0.00058411349431353177,0,0,0.99518182291245572,1.0019420825295668,0.99213798323144164,0.99887756607773304
2026-01-01 04:30:00+00:00,0.99887756607773304,1.0102007525096324,0.9943286422410168,1.0056002624806049,552.89003892571441,0.0067302506645230409,0.0063161005329472886,0,0,0.99887756607773304,1.0102007525096324,0.9943286422410168,1.0056002624806049
2026-01-01 04:45:00+00:00,1.0056002624806049,1.0071670076041956,1.0053090468960477,1.0068753382999904,927.09122598914155,0.001267974827532603,0.010154598311416851,0,0,1.0056002624806049,1.0071670076041956,1.0053090468960477,1.0068753382999904
2026-01-01 05:00:00+00:00,1.0068753382999904,1.0098190171019488,1.0054642396021527,1.008403792946702,413.41483590454806,0.0015180177610589762,0.013285984259189476,0,0,1.0068753382999904,1.0098190171019488,1.0054642396021527,1.008403792946702
2026-01-01 05:15:00+00:00,1.008403792946702,1.0147861213204215,1.0069263859220494,1.0132993635804712,404.82384405757341,0.0048547721339520233,0.014438003207307926,0,0,1.008403792946702,1.0147861213204215,1.0069263859220494,1.0132993635804712
2026-01-01 05:30:00+00:00,1.0132993635804712,1.0136114721359553,1.0073956674297611,1.0077059575748681,890.07750978629554,-0.0055199936037055863,0.0020939683220337901,0,0,1.0132993635804712,1.0136114721359553,1.0073956674297611,1.0077059575748681
2026-01-01 05:45:00+00:00,1.0077059575748681,1.0088253968273824,1.006105806225587,1.0072234679037833,662.50047950491626,-0.00047880005814993076,0.00034575243880796691,0,0.0060644139802537023,1.0077059575748681,1.0088253968273824,1.006105806225587,1.0072234679037833
2026-01-01 06:00:00+00:00,1.0072234679037833,1.010725794839485,1.0050436828761651,1.0085384302428244,887.60881840439242,0.0013055318714703112,0.00013351526150939819,0.0026291828641683708,0.0070200099871897681,1.0072234679037833,1.010725794839485,1.0050436828761651,1.0085384302428244
2026-01-01 06:15:00+00:00,1.0085384302428244,1.0121145754252976,1.0074401470216021,1.0110123978356182,621.23364066251463,0.0024530226301819891,-0.0022569497495508184,0.0026619892498602367,0.0090270833973913334,1.0085384302428244,1.0121145754252976,1.0074401470216021,1.0110123978356182
2026-01-01 06:30:00+00:00,1.0110123978356182,1.014277027954851,1.0084502500165984,1.0117066067803731,119.57164948707144,0.00068664731138912138,0.0039700561214630614,0.0026589723476687535,0.0092208704741136849,1.0110123978356182,1.014277027954851,1.0084502500165984,1.0117066067803731
2026-01-01 06:45:00+00:00,1.0117066067803731,1.0159034631426671,1.0113377791061924,1.0155331054628893,536.39292454689371,0.0037822217003145031,0.0082500436337131777,0.0027423217855314665,0.012398478670351487,1.0117066067803731,1.0159034631426671,1.0113377791061924,1.0155331054628893
2026-01-01 07:00:00+00:00,1.0155331054628893,1.0161735206920632,1.0108675977156625,1.0115050707835251,323.5728951306844,-0.0039664238001656527,0.0029415245386201772,0.0028383142255219477,0.0078181734747519993,1.0155331054628893,1.0161735206920632,1.0108675977156625,1.0115050707835251
2026-01-01 07:15:00+00:00,1.0115050707835251,1.0125324199744696,1.0082640083199588,1.0092880656807426,462.02445876051485,-0.002191788421846752,-0.0017055499601855706,0.0028933445615702655,0.0051503334667948319,1.0115050707835251,1.0125324199744696,1.0082640083199588,1.0092880656807426
2026-01-01 07:30:00+00:00,1.0092880656807426,1.0159621650111172,1.0084489684604079,1.015117519109106,641.2271307266127,0.0057758073503342278,0.0033714441576968568,0.0030504208137267981,0.010376025157719182,1.0092880656807426,1.0159621650111172,1.0084489684604079,1.015117519109106
